,result,table,_start,_stop,_time,_value,_field,_measurement,device
11543,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.073703+00:00,220.92,voltage,sensor_metrics,battery-01
11544,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.078524+00:00,226.1,voltage,sensor_metrics,battery-01
11545,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.083714+00:00,227.1,voltage,sensor_metrics,battery-01
11546,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.090833+00:00,219.46,voltage,sensor_metrics,battery-01
11547,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.094839+00:00,223.11,voltage,sensor_metrics,battery-01
11548,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.098080+00:00,218.01,voltage,sensor_metrics,battery-01
11549,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.101006+00:00,216.89,voltage,sensor_metrics,battery-01
11550,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.105029+00:00,235.94,voltage,sensor_metrics,battery-01
11551,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.107689+00:00,217.91,voltage,sensor_metrics,battery-01
11552,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.109316+00:00,234.95,voltage,sensor_metrics,battery-01
11553,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.110844+00:00,235.93,voltage,sensor_metrics,battery-01
11554,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.114236+00:00,214.83,voltage,sensor_metrics,battery-01
11555,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.116459+00:00,227.0,voltage,sensor_metrics,battery-01
11556,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.119931+00:00,220.24,voltage,sensor_metrics,battery-01
11557,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.121205+00:00,232.65,voltage,sensor_metrics,battery-01
11558,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.122202+00:00,235.69,voltage,sensor_metrics,battery-01
11559,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.123164+00:00,236.06,voltage,sensor_metrics,battery-01
11560,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.124049+00:00,232.43,voltage,sensor_metrics,battery-01
11561,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.125014+00:00,234.49,voltage,sensor_metrics,battery-01
11562,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.126070+00:00,221.11,voltage,sensor_metrics,battery-01
11563,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.127075+00:00,232.7,voltage,sensor_metrics,battery-01
11564,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.127931+00:00,235.55,voltage,sensor_metrics,battery-01
11565,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.128828+00:00,219.32,voltage,sensor_metrics,battery-01
11566,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.129693+00:00,211.81,voltage,sensor_metrics,battery-01
11567,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.130659+00:00,226.61,voltage,sensor_metrics,battery-01
11568,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.131564+00:00,233.59,voltage,sensor_metrics,battery-01
11569,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.132738+00:00,223.54,voltage,sensor_metrics,battery-01
11570,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.134166+00:00,232.12,voltage,sensor_metrics,battery-01
11571,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.135334+00:00,217.04,voltage,sensor_metrics,battery-01
11572,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.136429+00:00,212.48,voltage,sensor_metrics,battery-01
11573,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.137558+00:00,213.88,voltage,sensor_metrics,battery-01
11574,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.138547+00:00,235.2,voltage,sensor_metrics,battery-01
11575,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.139582+00:00,232.09,voltage,sensor_metrics,battery-01
11576,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.140771+00:00,218.89,voltage,sensor_metrics,battery-01
11577,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.143599+00:00,228.75,voltage,sensor_metrics,battery-01
11578,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.145253+00:00,221.0,voltage,sensor_metrics,battery-01
11579,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.147918+00:00,230.68,voltage,sensor_metrics,battery-01
11580,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.150143+00:00,210.13,voltage,sensor_metrics,battery-01
11581,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.152974+00:00,226.58,voltage,sensor_metrics,battery-01
11582,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.156167+00:00,215.82,voltage,sensor_metrics,battery-01
11583,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.159540+00:00,216.91,voltage,sensor_metrics,battery-01
11584,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.161323+00:00,225.16,voltage,sensor_metrics,battery-01
11585,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.162748+00:00,225.99,voltage,sensor_metrics,battery-01
11586,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.165446+00:00,233.79,voltage,sensor_metrics,battery-01
11587,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.167623+00:00,216.0,voltage,sensor_metrics,battery-01
11588,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.169471+00:00,219.62,voltage,sensor_metrics,battery-01
11589,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.170490+00:00,210.79,voltage,sensor_metrics,battery-01
11590,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.171403+00:00,213.32,voltage,sensor_metrics,battery-01
11591,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.172333+00:00,238.22,voltage,sensor_metrics,battery-01
11592,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.173423+00:00,211.33,voltage,sensor_metrics,battery-01
11593,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.174308+00:00,238.42,voltage,sensor_metrics,battery-01
11594,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.175456+00:00,224.04,voltage,sensor_metrics,battery-01
11595,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.176469+00:00,239.71,voltage,sensor_metrics,battery-01
11596,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.177282+00:00,226.97,voltage,sensor_metrics,battery-01
11597,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.178112+00:00,231.96,voltage,sensor_metrics,battery-01
11598,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.178961+00:00,226.72,voltage,sensor_metrics,battery-01
11599,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.179767+00:00,229.59,voltage,sensor_metrics,battery-01
11600,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.180720+00:00,225.69,voltage,sensor_metrics,battery-01
11601,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.181640+00:00,217.66,voltage,sensor_metrics,battery-01
11602,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.182758+00:00,221.28,voltage,sensor_metrics,battery-01
11603,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.184133+00:00,223.97,voltage,sensor_metrics,battery-01
11604,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.185248+00:00,217.73,voltage,sensor_metrics,battery-01
11605,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.186347+00:00,214.46,voltage,sensor_metrics,battery-01
11606,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.187373+00:00,211.8,voltage,sensor_metrics,battery-01
11607,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.188286+00:00,217.55,voltage,sensor_metrics,battery-01
11608,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.189181+00:00,232.59,voltage,sensor_metrics,battery-01
11609,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.190152+00:00,219.78,voltage,sensor_metrics,battery-01
11610,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.191068+00:00,229.75,voltage,sensor_metrics,battery-01
11611,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.192055+00:00,223.38,voltage,sensor_metrics,battery-01
11612,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.193053+00:00,237.63,voltage,sensor_metrics,battery-01
11613,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.193972+00:00,236.97,voltage,sensor_metrics,battery-01
11614,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.194883+00:00,226.22,voltage,sensor_metrics,battery-01
11615,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.195778+00:00,211.97,voltage,sensor_metrics,battery-01
11616,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.196720+00:00,214.34,voltage,sensor_metrics,battery-01
11617,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.197612+00:00,220.93,voltage,sensor_metrics,battery-01
11618,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.198453+00:00,230.71,voltage,sensor_metrics,battery-01
11619,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.199612+00:00,224.71,voltage,sensor_metrics,battery-01
11620,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.201189+00:00,225.23,voltage,sensor_metrics,battery-01
11621,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.202312+00:00,210.52,voltage,sensor_metrics,battery-01
11622,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.203273+00:00,225.51,voltage,sensor_metrics,battery-01
11623,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.204249+00:00,224.34,voltage,sensor_metrics,battery-01
11624,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.205196+00:00,232.55,voltage,sensor_metrics,battery-01
11625,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.206099+00:00,217.83,voltage,sensor_metrics,battery-01
11626,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.207037+00:00,215.13,voltage,sensor_metrics,battery-01
11627,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.207936+00:00,235.32,voltage,sensor_metrics,battery-01
11628,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.208934+00:00,234.25,voltage,sensor_metrics,battery-01
11629,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.209844+00:00,231.67,voltage,sensor_metrics,battery-01
11630,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.210769+00:00,230.7,voltage,sensor_metrics,battery-01
11631,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.211710+00:00,210.81,voltage,sensor_metrics,battery-01
11632,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.212865+00:00,217.21,voltage,sensor_metrics,battery-01
11633,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.213734+00:00,235.46,voltage,sensor_metrics,battery-01
11634,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.214563+00:00,226.6,voltage,sensor_metrics,battery-01
11635,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.215439+00:00,222.8,voltage,sensor_metrics,battery-01
11636,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.216851+00:00,237.09,voltage,sensor_metrics,battery-01
11637,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.218013+00:00,219.79,voltage,sensor_metrics,battery-01
11638,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.219169+00:00,223.5,voltage,sensor_metrics,battery-01
11639,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.220029+00:00,210.54,voltage,sensor_metrics,battery-01
11640,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.220943+00:00,239.43,voltage,sensor_metrics,battery-01
11641,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.221835+00:00,210.97,voltage,sensor_metrics,battery-01
11642,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.222791+00:00,230.92,voltage,sensor_metrics,battery-01
11643,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.224400+00:00,216.91,voltage,sensor_metrics,battery-01
11644,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.226455+00:00,232.67,voltage,sensor_metrics,battery-01
11645,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.228583+00:00,226.52,voltage,sensor_metrics,battery-01
11646,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.230360+00:00,234.58,voltage,sensor_metrics,battery-01
11647,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.231851+00:00,229.99,voltage,sensor_metrics,battery-01
11648,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.233644+00:00,225.3,voltage,sensor_metrics,battery-01
11649,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.236423+00:00,213.97,voltage,sensor_metrics,battery-01
11650,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.238970+00:00,211.6,voltage,sensor_metrics,battery-01
11651,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.241323+00:00,214.72,voltage,sensor_metrics,battery-01
11652,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.243090+00:00,221.53,voltage,sensor_metrics,battery-01
11653,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.244368+00:00,217.23,voltage,sensor_metrics,battery-01
11654,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.245631+00:00,221.4,voltage,sensor_metrics,battery-01
11655,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.248026+00:00,214.76,voltage,sensor_metrics,battery-01
11656,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.249681+00:00,218.81,voltage,sensor_metrics,battery-01
11657,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.251444+00:00,228.87,voltage,sensor_metrics,battery-01
11658,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.252792+00:00,213.3,voltage,sensor_metrics,battery-01
11659,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.253770+00:00,218.91,voltage,sensor_metrics,battery-01
11660,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.254635+00:00,220.12,voltage,sensor_metrics,battery-01
11661,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.255591+00:00,212.5,voltage,sensor_metrics,battery-01
11662,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.256439+00:00,210.23,voltage,sensor_metrics,battery-01
11663,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.257570+00:00,220.64,voltage,sensor_metrics,battery-01
11664,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.258638+00:00,232.73,voltage,sensor_metrics,battery-01
11665,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.259506+00:00,211.23,voltage,sensor_metrics,battery-01
11666,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.260372+00:00,229.99,voltage,sensor_metrics,battery-01
11667,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.261243+00:00,212.82,voltage,sensor_metrics,battery-01
11668,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.262088+00:00,211.17,voltage,sensor_metrics,battery-01
11669,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.262914+00:00,226.34,voltage,sensor_metrics,battery-01
11670,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.263705+00:00,222.72,voltage,sensor_metrics,battery-01
11671,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.264561+00:00,226.25,voltage,sensor_metrics,battery-01
11672,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.265502+00:00,220.71,voltage,sensor_metrics,battery-01
11673,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.267130+00:00,210.69,voltage,sensor_metrics,battery-01
11674,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.268433+00:00,223.19,voltage,sensor_metrics,battery-01
11675,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.269627+00:00,224.66,voltage,sensor_metrics,battery-01
11676,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.270976+00:00,233.56,voltage,sensor_metrics,battery-01
11677,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.272023+00:00,217.06,voltage,sensor_metrics,battery-01
11678,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.272963+00:00,231.94,voltage,sensor_metrics,battery-01
11679,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.273862+00:00,213.29,voltage,sensor_metrics,battery-01
11680,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.274678+00:00,236.87,voltage,sensor_metrics,battery-01
11681,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.275573+00:00,233.38,voltage,sensor_metrics,battery-01
11682,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.276475+00:00,225.63,voltage,sensor_metrics,battery-01
11683,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.277389+00:00,229.38,voltage,sensor_metrics,battery-01
11684,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.278265+00:00,212.72,voltage,sensor_metrics,battery-01
11685,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.279048+00:00,230.9,voltage,sensor_metrics,battery-01
11686,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.279934+00:00,226.58,voltage,sensor_metrics,battery-01
11687,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.280759+00:00,219.11,voltage,sensor_metrics,battery-01
11688,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.281620+00:00,239.1,voltage,sensor_metrics,battery-01
11689,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.282549+00:00,219.88,voltage,sensor_metrics,battery-01
11690,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.283822+00:00,212.14,voltage,sensor_metrics,battery-01
11691,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.285430+00:00,237.12,voltage,sensor_metrics,battery-01
11692,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.286479+00:00,214.79,voltage,sensor_metrics,battery-01
11693,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.287380+00:00,211.54,voltage,sensor_metrics,battery-01
11694,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.288215+00:00,217.17,voltage,sensor_metrics,battery-01
11695,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.289140+00:00,214.37,voltage,sensor_metrics,battery-01
11696,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.290292+00:00,238.2,voltage,sensor_metrics,battery-01
11697,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.292117+00:00,210.05,voltage,sensor_metrics,battery-01
11698,_result,1,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:22:58.293776+00:00,239.39,voltage,sensor_metrics,battery-01
